0,1,44
0,2,32
0,3,1
0,4,6
0,5,47
0,6,34
0,7,17
0,8,48
0,9,39
0,10,8
0,11,42
0,12,45
0,13,23
0,14,17
0,15,39
0,16,47
0,17,5
0,18,38
0,19,2
0,20,15
0,21,45
0,22,11
0,23,33
0,24,8
0,25,1
0,26,22
0,27,47
0,28,30
0,29,26
0,30,21
0,31,24
0,32,22
0,33,2
0,34,26
0,35,29
0,36,1
0,37,11
0,38,47
0,39,48
0,40,49
0,41,4
0,42,41
0,43,46
0,44,28
0,45,9
0,46,34
0,47,26
0,48,15
0,49,23
1,0,44
1,2,27
1,3,29
1,4,17
1,5,37
1,6,13
1,7,25
1,8,38
1,9,35
1,10,23
1,11,17
1,12,10
1,13,43
1,14,42
1,15,31
1,16,46
1,17,20
1,18,9
1,19,46
1,20,30
1,21,6
1,22,45
1,23,31
1,24,11
1,25,37
1,26,26
1,27,39
1,28,45
1,29,11
1,30,14
1,31,11
1,32,33
1,33,41
1,34,39
1,35,50
1,36,27
1,37,2
1,38,26
1,39,16
1,40,38
1,41,48
1,42,35
1,43,47
1,44,42
1,45,26
1,46,30
1,47,37
1,48,47
1,49,38
2,0,32
2,1,27
2,3,33
2,4,27
2,5,45
2,6,29
2,7,9
2,8,6
2,9,16
2,10,36
2,11,46
2,12,12
2,13,46
2,14,9
2,15,23
2,16,28
2,17,1
2,18,13
2,19,29
2,20,28
2,21,16
2,22,6
2,23,45
2,24,3
2,25,3
2,26,29
2,27,50
2,28,44
2,29,7
2,30,29
2,31,33
2,32,3
2,33,18
2,34,17
2,35,31
2,36,15
2,37,45
2,38,39
2,39,20
2,40,12
2,41,24
2,42,17
2,43,24
2,44,19
2,45,25
2,46,48
2,47,49
2,48,26
2,49,10
3,0,1
3,1,29
3,2,33
3,4,27
3,5,5
3,6,26
3,7,35
3,8,1
3,9,30
3,10,37
3,11,30
3,12,31
3,13,33
3,14,36
3,15,11
3,16,17
3,17,38
3,18,29
3,19,33
3,20,19
3,21,45
3,22,27
3,23,9
3,24,14
3,25,39
3,26,33
3,27,32
3,28,14
3,29,3
3,30,6
3,31,11
3,32,1
3,33,33
3,34,22
3,35,30
3,36,39
3,37,49
3,38,14
3,39,40
3,40,29
3,41,2
3,42,19
3,43,11
3,44,36
3,45,4
3,46,22
3,47,2
3,48,43
3,49,2
4,0,6
4,1,17
4,2,27
4,3,27
4,5,34
4,6,13
4,7,46
4,8,13
4,9,22
4,10,11
4,11,3
4,12,6
4,13,42
4,14,16
4,15,8
4,16,49
4,17,28
4,18,11
4,19,32
4,20,49
4,21,40
4,22,20
4,23,50
4,24,5
4,25,11
4,26,30
4,27,6
4,28,29
4,29,40
4,30,44
4,31,34
4,32,11
4,33,45
4,34,29
4,35,12
4,36,31
4,37,41
4,38,9
4,39,45
4,40,14
4,41,19
4,42,47
4,43,19
4,44,12
4,45,12
4,46,29
4,47,11
4,48,39
4,49,39
5,0,47
5,1,37
5,2,45
5,3,5
5,4,34
5,6,42
5,7,39
5,8,30
5,9,13
5,10,38
5,11,34
5,12,26
5,13,19
5,14,41
5,15,4
5,16,9
5,17,34
5,18,40
5,19,19
5,20,31
5,21,20
5,22,33
5,23,11
5,24,10
5,25,43
5,26,5
5,27,26
5,28,12
5,29,3
5,30,44
5,31,23
5,32,14
5,33,22
5,34,33
5,35,4
5,36,12
5,37,26
5,38,42
5,39,41
5,40,41
5,41,32
5,42,24
5,43,16
5,44,50
5,45,17
5,46,21
5,47,10
5,48,50
5,49,12
6,0,34
6,1,13
6,2,29
6,3,26
6,4,13
6,5,42
6,7,31
6,8,32
6,9,31
6,10,13
6,11,44
6,12,43
6,13,5
6,14,50
6,15,18
6,16,18
6,17,2
6,18,11
6,19,43
6,20,15
6,21,35
6,22,27
6,23,20
6,24,46
6,25,5
6,26,12
6,27,37
6,28,45
6,29,45
6,30,12
6,31,12
6,32,46
6,33,30
6,34,32
6,35,6
6,36,30
6,37,44
6,38,36
6,39,13
6,40,26
6,41,50
6,42,7
6,43,18
6,44,6
6,45,6
6,46,35
6,47,24
6,48,8
6,49,48
7,0,17
7,1,25
7,2,9
7,3,35
7,4,46
7,5,39
7,6,31
7,8,18
7,9,24
7,10,32
7,11,44
7,12,44
7,13,29
7,14,50
7,15,7
7,16,17
7,17,44
7,18,1
7,19,31
7,20,5
7,21,48
7,22,10
7,23,39
7,24,3
7,25,41
7,26,34
7,27,40
7,28,4
7,29,9
7,30,39
7,31,10
7,32,27
7,33,45
7,34,15
7,35,13
7,36,20
7,37,24
7,38,10
7,39,39
7,40,48
7,41,43
7,42,32
7,43,41
7,44,24
7,45,32
7,46,47
7,47,40
7,48,27
7,49,49
8,0,48
8,1,38
8,2,6
8,3,1
8,4,13
8,5,30
8,6,32
8,7,18
8,9,22
8,10,34
8,11,48
8,12,32
8,13,24
8,14,3
8,15,24
8,16,7
8,17,42
8,18,27
8,19,15
8,20,31
8,21,38
8,22,43
8,23,27
8,24,5
8,25,8
8,26,48
8,27,28
8,28,19
8,29,36
8,30,25
8,31,12
8,32,19
8,33,17
8,34,37
8,35,2
8,36,15
8,37,26
8,38,29
8,39,15
8,40,48
8,41,14
8,42,13
8,43,31
8,44,37
8,45,15
8,46,4
8,47,43
8,48,8
8,49,33
9,0,39
9,1,35
9,2,16
9,3,30
9,4,22
9,5,13
9,6,31
9,7,24
9,8,22
9,10,9
9,11,38
9,12,20
9,13,4
9,14,16
9,15,24
9,16,13
9,17,15
9,18,4
9,19,31
9,20,50
9,21,28
9,22,44
9,23,19
9,24,47
9,25,30
9,26,22
9,27,13
9,28,8
9,29,2
9,30,30
9,31,5
9,32,15
9,33,42
9,34,37
9,35,3
9,36,8
9,37,40
9,38,45
9,39,15
9,40,22
9,41,6
9,42,5
9,43,44
9,44,11
9,45,22
9,46,17
9,47,23
9,48,37
9,49,20
10,0,8
10,1,23
10,2,36
10,3,37
10,4,11
10,5,38
10,6,13
10,7,32
10,8,34
10,9,9
10,11,5
10,12,38
10,13,50
10,14,49
10,15,8
10,16,48
10,17,28
10,18,30
10,19,10
10,20,35
10,21,31
10,22,39
10,23,41
10,24,48
10,25,32
10,26,27
10,27,50
10,28,41
10,29,19
10,30,47
10,31,8
10,32,42
10,33,4
10,34,14
10,35,35
10,36,14
10,37,37
10,38,2
10,39,38
10,40,23
10,41,23
10,42,42
10,43,11
10,44,22
10,45,40
10,46,18
10,47,21
10,48,20
10,49,49
11,0,42
11,1,17
11,2,46
11,3,30
11,4,3
11,5,34
11,6,44
11,7,44
11,8,48
11,9,38
11,10,5
11,12,31
11,13,6
11,14,30
11,15,21
11,16,47
11,17,27
11,18,5
11,19,25
11,20,28
11,21,47
11,22,43
11,23,24
11,24,4
11,25,35
11,26,27
11,27,19
11,28,19
11,29,40
11,30,6
11,31,22
11,32,29
11,33,30
11,34,45
11,35,21
11,36,42
11,37,18
11,38,12
11,39,10
11,40,39
11,41,31
11,42,10
11,43,21
11,44,37
11,45,39
11,46,43
11,47,35
11,48,17
11,49,49
12,0,45
12,1,10
12,2,12
12,3,31
12,4,6
12,5,26
12,6,43
12,7,44
12,8,32
12,9,20
12,10,38
12,11,31
12,13,9
12,14,45
12,15,46
12,16,2
12,17,18
12,18,1
12,19,38
12,20,45
12,21,20
12,22,8
12,23,36
12,24,27
12,25,30
12,26,17
12,27,6
12,28,26
12,29,37
12,30,48
12,31,45
12,32,48
12,33,9
12,34,35
12,35,31
12,36,18
12,37,7
12,38,19
12,39,9
12,40,50
12,41,3
12,42,25
12,43,50
12,44,11
12,45,21
12,46,45
12,47,14
12,48,39
12,49,48
13,0,23
13,1,43
13,2,46
13,3,33
13,4,42
13,5,19
13,6,5
13,7,29
13,8,24
13,9,4
13,10,50
13,11,6
13,12,9
13,14,1
13,15,35
13,16,17
13,17,9
13,18,22
13,19,45
13,20,40
13,21,38
13,22,50
13,23,15
13,24,26
13,25,47
13,26,11
13,27,24
13,28,7
13,29,46
13,30,6
13,31,25
13,32,2
13,33,24
13,34,35
13,35,3
13,36,26
13,37,9
13,38,3
13,39,38
13,40,30
13,41,49
13,42,2
13,43,20
13,44,46
13,45,4
13,46,6
13,47,14
13,48,14
13,49,27
14,0,17
14,1,42
14,2,9
14,3,36
14,4,16
14,5,41
14,6,50
14,7,50
14,8,3
14,9,16
14,10,49
14,11,30
14,12,45
14,13,1
14,15,8
14,16,3
14,17,15
14,18,10
14,19,19
14,20,42
14,21,8
14,22,30
14,23,15
14,24,15
14,25,25
14,26,22
14,27,41
14,28,28
14,29,45
14,30,25
14,31,31
14,32,22
14,33,35
14,34,35
14,35,10
14,36,14
14,37,33
14,38,13
14,39,35
14,40,31
14,41,16
14,42,40
14,43,46
14,44,30
14,45,17
14,46,6
14,47,34
14,48,33
14,49,15
15,0,39
15,1,31
15,2,23
15,3,11
15,4,8
15,5,4
15,6,18
15,7,7
15,8,24
15,9,24
15,10,8
15,11,21
15,12,46
15,13,35
15,14,8
15,16,3
15,17,24
15,18,22
15,19,34
15,20,41
15,21,38
15,22,10
15,23,14
15,24,28
15,25,37
15,26,11
15,27,4
15,28,19
15,29,32
15,30,39
15,31,3
15,32,43
15,33,4
15,34,38
15,35,7
15,36,39
15,37,20
15,38,23
15,39,30
15,40,15
15,41,4
15,42,48
15,43,20
15,44,37
15,45,30
15,46,34
15,47,41
15,48,6
15,49,8
16,0,47
16,1,46
16,2,28
16,3,17
16,4,49
16,5,9
16,6,18
16,7,17
16,8,7
16,9,13
16,10,48
16,11,47
16,12,2
16,13,17
16,14,3
16,15,3
16,17,24
16,18,48
16,19,45
16,20,33
16,21,11
16,22,23
16,23,20
16,24,21
16,25,26
16,26,38
16,27,5
16,28,16
16,29,43
16,30,49
16,31,20
16,32,30
16,33,6
16,34,10
16,35,49
16,36,30
16,37,39
16,38,15
16,39,33
16,40,37
16,41,35
16,42,21
16,43,18
16,44,20
16,45,12
16,46,25
16,47,27
16,48,37
16,49,24
17,0,5
17,1,20
17,2,1
17,3,38
17,4,28
17,5,34
17,6,2
17,7,44
17,8,42
17,9,15
17,10,28
17,11,27
